Date,Plate,Plate ID,Primer,Sample,Line,Tissue,Male/Female,Cq,Cas9 Ct,RPE Ct,RPL19 Ct,Cas9 Standardised,RPE Standardised,RPL19 Standardised,DELTA STANDARDISED
11.06.23,1,5,RPL19,7,3.3,Testes,Male,24.01,,,,,,,
11.06.23,1,5,RPL19,7,3.3,Testes,Male,24.16,,,,,,,
11.06.23,1,5,Cas9,8,3.4,Soma M,Male,29.03,NA,,,,,,
11.06.23,1,5,Cas9,8,3.4,Soma M,Male,27.73,,,,,,,
11.06.23,1,5,Cas9,8,3.4,Soma M,Male,28.37,,,,,,,
11.06.23,1,5,RPE,8,3.4,Soma M,Male,31.14,,31.33592345,,,30.57002733,,
11.06.23,1,5,RPE,8,3.4,Soma M,Male,31.18,,,,,,,
11.06.23,1,5,RPE,8,3.4,Soma M,Male,31.69,,,,,,,
11.06.23,1,5,RPL19,8,3.4,Soma M,Male,23.98,,,23.85526083,,,23.27220312,
11.06.23,1,5,RPL19,8,3.4,Soma M,Male,23.97,,,,,,,
11.06.23,1,5,RPL19,8,3.4,Soma M,Male,23.61,,,,,,,
11.06.23,1,5,Cas9,17,3.4,Soma F,Female,26.30,26.22079304,,,25.57991824,,,0.030179667
11.06.23,1,5,Cas9,17,3.4,Soma F,Female,26.10,,,,,,,
11.06.23,1,5,Cas9,17,3.4,Soma F,Female,26.26,,,,,,,
11.06.23,1,5,RPE,17,3.4,Soma F,Female,29.12,,29.15059534,,,28.43811185,,
11.06.23,1,5,RPE,17,3.4,Soma F,Female,29.18,,,,,,,
11.06.23,1,5,RPE,17,3.4,Soma F,Female,30.02,,,,,,,
11.06.23,1,5,RPL19,17,3.4,Soma F,Female,20.92,,,21.04398493,,,20.52963895,
11.06.23,1,5,RPL19,17,3.4,Soma F,Female,21.13,,,,,,,
11.06.23,1,5,RPL19,17,3.4,Soma F,Female,21.08,,,,,,,
11.06.23,1,5,Cas9,18,004.2A,Soma F,Female,27.02,27.02690846,,,26.36633101,,,0.005798552
11.06.23,1,5,Cas9,18,004.2A,Soma F,Female,27.02,,,,,,,
11.06.23,1,5,Cas9,18,004.2A,Soma F,Female,27.04,,,,,,,
11.06.23,1,5,RPE,18,004.2A,Soma F,Female,26.34,,26.50397295,,,25.85617682,,
11.06.23,1,5,RPE,18,004.2A,Soma F,Female,26.47,,,,,,,
11.06.23,1,5,RPE,18,004.2A,Soma F,Female,26.70,,,,,,,
11.06.23,1,5,RPL19,18,004.2A,Soma F,Female,19.24,,,19.41066457,,,18.93623934,
11.06.23,1,5,RPL19,18,004.2A,Soma F,Female,19.38,,,,,,,
11.06.23,1,5,RPL19,18,004.2A,Soma F,Female,19.61,,,,,,,
11.06.23,1,5,Cas9,27,3.4,Ovaries,Female,23.75,23.64242913,,,23.06457334,,,0.098651212
11.06.23,1,5,Cas9,27,3.4,Ovaries,Female,23.42,,,,,,,
11.06.23,1,5,Cas9,27,3.4,Ovaries,Female,23.76,,,,,,,
11.06.23,1,5,RPE,27,3.4,Ovaries,Female,26.42,,26.34957788,,,25.70555538,,
11.06.23,1,5,RPE,27,3.4,Ovaries,Female,26.99,,,,,,,
11.06.23,1,5,RPE,27,3.4,Ovaries,Female,26.28,,,,,,,
11.06.23,1,5,RPL19,27,3.4,Ovaries,Female,20.31,,,20.21719188,,,19.72305393,
11.06.23,1,5,RPL19,27,3.4,Ovaries,Female,20.89,,,,,,,
11.06.23,1,5,RPL19,27,3.4,Ovaries,Female,20.12,,,,,,,
11.06.23,1,5,Cas9,28,004.2A,Ovaries,Female,27.64,27.61765871,,,26.94264246,,,0.000909257
11.06.23,1,5,Cas9,28,004.2A,Ovaries,Female,27.48,,,,,,,
11.06.23,1,5,Cas9,28,004.2A,Ovaries,Female,27.73,,,,,,,
11.06.23,1,5,RPE,28,004.2A,Ovaries,Female,22.82,,22.86980189,,,22.31083025,,
11.06.23,1,5,RPE,28,004.2A,Ovaries,Female,22.84,,,,,,,
11.06.23,1,5,RPE,28,004.2A,Ovaries,Female,22.95,,,,,,,
11.06.23,1,5,RPL19,28,004.2A,Ovaries,Female,17.13,,,17.26151451,,,16.83961767,
11.06.23,1,5,RPL19,28,004.2A,Ovaries,Female,17.17,,,,,,,
11.06.23,1,5,RPL19,28,004.2A,Ovaries,Female,17.48,,,,,,,
11.06.23,1,5,RPE,29,004.2C,Ovaries,Female,25.43,,,,,,,
11.06.23,1,5,RPE,29,004.2C,Ovaries,Female,25.55,,,,,,,
11.06.23,1,5,RPE,29,004.2C,Ovaries,Female,26.37,,25.49070243,,,24.86767212,,
11.06.23,1,5,Cas9,37,004.2C,Soma M,Male,28.98,28.90400448,,,28.19754804,,,0.00559191
11.06.23,1,5,Cas9,37,004.2C,Soma M,Male,28.87,,,,,,,
11.06.23,1,5,Cas9,37,004.2C,Soma M,Male,28.86,,,,,,,
11.06.23,1,5,RPE,37,004.2C,Soma M,Male,29.02,,29.27062117,,,28.55520408,,
11.06.23,1,5,RPE,37,004.2C,Soma M,Male,29.52,,,,,,,
11.06.23,1,5,RPE,37,004.2C,Soma M,Male,30.34,,,,,,,
11.06.23,1,5,RPL19,37,004.2C,Soma M,Male,21.06,,,21.23409748,,,20.71510487,
11.06.23,1,5,RPL19,37,004.2C,Soma M,Male,21.18,,,,,,,
11.06.23,1,5,RPL19,37,004.2C,Soma M,Male,21.46,,,,,,,
11.06.23,1,5,Cas9,47,3.4,Testes,Male,25.07,24.86715535,,,24.25936545,,,0.055936035
11.06.23,1,5,Cas9,47,3.4,Testes,Male,24.61,,,,,,,
11.06.23,1,5,Cas9,47,3.4,Testes,Male,24.92,,,,,,,
11.06.23,1,5,RPE,47,3.4,Testes,Male,26.82,,26.93992512,,,26.28147367,,
11.06.23,1,5,RPE,47,3.4,Testes,Male,27.22,,,,,,,
11.06.23,1,5,RPE,47,3.4,Testes,Male,26.78,,,,,,,
11.06.23,1,5,RPL19,47,3.4,Testes,Male,21.08,,,20.60285128,,,20.09928725,
11.06.23,1,5,RPL19,47,3.4,Testes,Male,20.64,,,,,,,
11.06.23,1,5,RPL19,47,3.4,Testes,Male,20.56,,,,,,,
11.06.23,1,5,Cas9,57,3.4,Soma F,Female,34.42,NA,,,,,,
11.06.23,1,5,Cas9,57,3.4,Soma F,Female,33.58,,,,,,,
11.06.23,1,5,Cas9,57,3.4,Soma F,Female,35.03,,,,,,,
11.06.23,1,5,RPE,57,3.4,Soma F,Female,,,NA,,,,,
11.06.23,1,5,RPE,57,3.4,Soma F,Female,39.04,,,,,,,
11.06.23,1,5,RPE,57,3.4,Soma F,Female,,,,,,,,
11.06.23,1,5,RPL19,57,3.4,Soma F,Female,26.39,,,26.12253233,,,25.48405917,
11.06.23,1,5,RPL19,57,3.4,Soma F,Female,26.07,,,,,,,
11.06.23,1,5,RPL19,57,3.4,Soma F,Female,25.91,,,,,,,
12.06.23,1,6,Cas9,9,004.2A,Testes,Male,30.05,30.04333333,,,26.91310339,,,0.011274985
12.06.23,1,6,Cas9,9,004.2A,Testes,Male,29.99,,,,,,,
12.06.23,1,6,Cas9,9,004.2A,Testes,Male,30.09,,,,,,,
12.06.23,1,6,RPE,9,004.2A,Testes,Male,27.86,,28.04,,,25.11849836,,
12.06.23,1,6,RPE,9,004.2A,Testes,Male,28.09,,,,,,,
12.06.23,1,6,RPE,9,004.2A,Testes,Male,28.17,,,,,,,
12.06.23,1,6,RPL19,9,004.2A,Testes,Male,22.90,,,22.82,,,20.44237277,
12.06.23,1,6,RPL19,9,004.2A,Testes,Male,22.78,,,,,,,
12.06.23,1,6,RPL19,9,004.2A,Testes,Male,22.78,,,,,,,
12.06.23,1,6,Cas9,19,004.2C,Soma F,Female,26.76,26.95666667,,,24.14803807,,,0.014940474
12.06.23,1,6,Cas9,19,004.2C,Soma F,Female,26.96,,,,,,,
12.06.23,1,6,Cas9,19,004.2C,Soma F,Female,27.15,,,,,,,
12.06.23,1,6,RPE,19,004.2C,Soma F,Female,27.09,,27.735,,,24.84527646,,
12.06.23,1,6,RPE,19,004.2C,Soma F,Female,27.53,,,,,,,
12.06.23,1,6,RPE,19,004.2C,Soma F,Female,27.94,,,,,,,
12.06.23,1,6,RPL19,19,004.2C,Soma F,Female,20.09,,,20.18666667,,,18.08340776,
12.06.23,1,6,RPL19,19,004.2C,Soma F,Female,20.31,,,,,,,
12.06.23,1,6,RPL19,19,004.2C,Soma F,Female,20.16,,,,,,,
12.06.23,1,6,Cas9,29,004.2C,Ovaries,Female,30.78,NA,,,,,,
12.06.23,1,6,Cas9,29,004.2C,Ovaries,Female,31.42,,,,,,,
12.06.23,1,6,Cas9,29,004.2C,Ovaries,Female,32.31,,,,,,,
12.06.23,1,6,RPE,29,004.2C,Ovaries,Female,28.45,,,,,,,
12.06.23,1,6,RPE,29,004.2C,Ovaries,Female,27.58,,,,,,,
12.06.23,1,6,RPE,29,004.2C,Ovaries,Female,27.94,,27.76,,,24.8676717,,
12.06.23,1,6,RPL19,29,004.2C,Ovaries,Female,18.43,,,18.33,,,16.42018812,
12.06.23,1,6,RPL19,29,004.2C,Ovaries,Female,18.11,,,,,,,
12.06.23,1,6,RPL19,29,004.2C,Ovaries,Female,18.45,,,,,,,
12.06.23,1,6,Cas9,38,004.2C,Soma F,Female,30.16,30.18,,,27.03553069,,,0.007391685
12.06.23,1,6,Cas9,38,004.2C,Soma F,Female,30.12,,,,,,,
12.06.23,1,6,Cas9,38,004.2C,Soma F,Female,30.26,,,,,,,
12.06.23,1,6,RPE,38,004.2C,Soma F,Female,31.18,,31.11333333,,,27.87161955,,
12.06.23,1,6,RPE,38,004.2C,Soma F,Female,31.09,,,,,,,
12.06.23,1,6,RPE,38,004.2C,Soma F,Female,31.07,,,,,,,
12.06.23,1,6,RPL19,38,004.2C,Soma F,Female,22.23,,,22.27666667,,,19.95564961,
12.06.23,1,6,RPL19,38,004.2C,Soma F,Female,22.54,,,,,,,
12.06.23,1,6,RPL19,38,004.2C,Soma F,Female,22.06,,,,,,,
12.06.23,1,6,RPL19,39,Ben,Soma M,Male,20.75,NA,,,,,,
12.06.23,1,6,RPL19,39,Ben,Soma M,Male,21.15,,,,,,,
12.06.23,1,6,Cas9,39,Ben,Soma M,Male,,,,,,,,
12.06.23,1,6,Cas9,39,Ben,Soma M,Male,,,28.38,,,25.42307359,,
12.06.23,1,6,Cas9,39,Ben,Soma M,Male,,,,,,,,
12.06.23,1,6,RPE,39,Ben,Soma M,Male,27.70,,,,,,,
12.06.23,1,6,RPE,39,Ben,Soma M,Male,28.29,,,20.675,,,18.5208614,
12.06.23,1,6,RPE,39,Ben,Soma M,Male,28.47,,,,,,,
12.06.23,1,6,RPL19,39,Ben,Soma M,Male,20.60,,,,,,,
12.06.23,1,6,Cas9,48,3.4,Testes,Male,26.20,26.115,,,23.39406507,,,0.105308264
12.06.23,1,6,Cas9,48,3.4,Testes,Male,31.49,,,,,,,
12.06.23,1,6,Cas9,48,3.4,Testes,Male,26.03,,,,,,,
12.06.23,1,6,RPE,48,3.4,Testes,Male,29.27,,29.22666667,,,26.18152563,,
12.06.23,1,6,RPE,48,3.4,Testes,Male,29.43,,,,,,,
12.06.23,1,6,RPE,48,3.4,Testes,Male,28.98,,,,,,,
12.06.23,1,6,RPL19,48,3.4,Testes,Male,22.59,,,22.49,,,20.14675564,
12.06.23,1,6,RPL19,48,3.4,Testes,Male,22.46,,,,,,,
12.06.23,1,6,RPL19,48,3.4,Testes,Male,22.42,,,,,,,
12.06.23,1,6,Cas9,49,3.3,Testes,Male,25.76,26.01,,,23.30000508,,,0.060410413
12.06.23,1,6,Cas9,49,3.3,Testes,Male,26.06,,,,,,,
12.06.23,1,6,Cas9,49,3.3,Testes,Male,26.21,,,,,,,
12.06.23,1,6,RPE,49,3.3,Testes,Male,27.52,,27.665,,,24.7825698,,
12.06.23,1,6,RPE,49,3.3,Testes,Male,27.81,,,,,,,
12.06.23,1,6,RPE,49,3.3,Testes,Male,28.15,,,,,,,
12.06.23,1,6,RPL19,49,3.3,Testes,Male,21.32,,,21.49,,,19.25094614,
12.06.23,1,6,RPL19,49,3.3,Testes,Male,21.47,,,,,,,
12.06.23,1,6,RPL19,49,3.3,Testes,Male,21.68,,,,,,,
12.06.23,1,6,Cas9,58,3.3,Ovaries,Female,33.47,33.39,,,29.91107918,,,0.006421245
12.06.23,1,6,Cas9,58,3.3,Ovaries,Female,33.99,,,,,,,
12.06.23,1,6,Cas9,58,3.3,Ovaries,Female,33.31,,,,,,,
12.06.23,1,6,RPE,58,3.3,Ovaries,Female,,,NA,,,,,
12.06.23,1,6,RPE,58,3.3,Ovaries,Female,,,,,,,,
12.06.23,1,6,RPE,58,3.3,Ovaries,Female,38.61,,,,,,,
12.06.23,1,6,RPL19,58,3.3,Ovaries,Female,25.19,,,25.26,,,22.62814795,
12.06.23,1,6,RPL19,58,3.3,Ovaries,Female,25.31,,,,,,,
12.06.23,1,6,RPL19,58,3.3,Ovaries,Female,25.28,,,,,,,
12.06.23,1,6,Cas9,59,Ben,Ovaries,Female,,NA,,,,,,
12.06.23,1,6,Cas9,59,Ben,Ovaries,Female,,,,,,,,
12.06.23,1,6,Cas9,59,Ben,Ovaries,Female,39.18,,,,,,,
12.06.23,1,6,RPE,59,Ben,Ovaries,Female,24.41,,24.55,,,21.99212321,,
12.06.23,1,6,RPE,59,Ben,Ovaries,Female,24.69,,,,,,,
12.06.23,1,6,RPE,59,Ben,Ovaries,Female,24.98,,,,,,,
12.06.23,1,6,RPL19,59,Ben,Ovaries,Female,18.40,,,17.555,,,15.72593576,
12.06.23,1,6,RPL19,59,Ben,Ovaries,Female,17.35,,,,,,,
12.06.23,1,6,RPL19,59,Ben,Ovaries,Female,17.76,,,,,,,
12.06.23,2,7,Cas9,10,004.2C,Testes,Male,30.45,29.925,,,31.46575373,,,0.011942225
12.06.23,2,7,Cas9,10,004.2C,Testes,Male,29.81,,,,,,,
12.06.23,2,7,Cas9,10,004.2C,Testes,Male,30.04,,,,,,,
12.06.23,2,7,RPE,10,004.2C,Testes,Male,26.78,,27.01333333,,,28.40417357,,
12.06.23,2,7,RPE,10,004.2C,Testes,Male,27.02,,,,,,,
12.06.23,2,7,RPE,10,004.2C,Testes,Male,27.24,,,,,,,
12.06.23,2,7,RPL19,10,004.2C,Testes,Male,24.75,,,23.85,,,25.07796914,
12.06.23,2,7,RPL19,10,004.2C,Testes,Male,24.10,,,,,,,
12.06.23,2,7,RPL19,10,004.2C,Testes,Male,23.60,,,,,,,
12.06.23,2,7,Cas9,20,Ben,Soma F,Female,,NA,,,,,,
12.06.23,2,7,Cas9,20,Ben,Soma F,Female,,,,,,,,
12.06.23,2,7,Cas9,20,Ben,Soma F,Female,,,,,,,,
12.06.23,2,7,RPE,20,Ben,Soma F,Female,32.74,,NA,,,,,
12.06.23,2,7,RPE,20,Ben,Soma F,Female,34.04,,,,,,,
12.06.23,2,7,RPE,20,Ben,Soma F,Female,34.06,,,,,,,
12.06.23,2,7,RPL19,20,Ben,Soma F,Female,29.77,,,NA,,,,
12.06.23,2,7,RPL19,20,Ben,Soma F,Female,28.82,,,,,,,
12.06.23,2,7,RPL19,20,Ben,Soma F,Female,28.21,,,,,,,
12.06.23,2,7,RPE,29,004.2C,Ovaries,Female,23.44,,,,,,,
12.06.23,2,7,RPE,29,004.2C,Ovaries,Female,23.74,,,,,,,
12.06.23,2,7,RPE,29,004.2C,Ovaries,Female,23.77,,23.65,,,24.8676717,,
12.06.23,2,7,Cas9,30,Ben,Ovaries,Female,,NA,,,,,,
12.06.23,2,7,Cas9,30,Ben,Ovaries,Female,,,,,,,,
12.06.23,2,7,Cas9,30,Ben,Ovaries,Female,,,,,,,,
12.06.23,2,7,RPE,30,Ben,Ovaries,Female,24.12,,24.06666667,,,25.30579136,,
12.06.23,2,7,RPE,30,Ben,Ovaries,Female,23.88,,,,,,,
12.06.23,2,7,RPE,30,Ben,Ovaries,Female,24.20,,,,,,,
12.06.23,2,7,RPL19,30,Ben,Ovaries,Female,19.23,,,19.33,,,20.3252471,
12.06.23,2,7,RPL19,30,Ben,Ovaries,Female,19.43,,,,,,,
12.06.23,2,7,RPL19,30,Ben,Ovaries,Female,18.44,,,,,,,
12.06.23,2,7,Cas9,40,004.2A,Soma M,Male,28.74,28.625,,,30.0988204,,,0.008175043
12.06.23,2,7,Cas9,40,004.2A,Soma M,Male,28.51,,,,,,,
12.06.23,2,7,Cas9,40,004.2A,Soma M,Male,28.17,,,,,,,
12.06.23,2,7,RPE,40,004.2A,Soma M,Male,28.23,,28.46,,,29.92532501,,
12.06.23,2,7,RPE,40,004.2A,Soma M,Male,28.50,,,,,,,
12.06.23,2,7,RPE,40,004.2A,Soma M,Male,28.65,,,,,,,
12.06.23,2,7,RPL19,40,004.2A,Soma M,Male,21.98,,,22.03,,,23.16426248,
12.06.23,2,7,RPL19,40,004.2A,Soma M,Male,21.18,,,,,,,
12.06.23,2,7,RPL19,40,004.2A,Soma M,Male,22.08,,,,,,,
12.06.23,2,7,Cas9,50,3.3,Soma F,Female,23.79,23.84333333,,,25.07095922,,,0.044722966
12.06.23,2,7,Cas9,50,3.3,Soma F,Female,23.62,,,,,,,
12.06.23,2,7,Cas9,50,3.3,Soma F,Female,24.12,,,,,,,
12.06.23,2,7,RPE,50,3.3,Soma F,Female,27.44,,27.475,,,28.88961015,,
12.06.23,2,7,RPE,50,3.3,Soma F,Female,27.51,,,,,,,
12.06.23,2,7,RPE,50,3.3,Soma F,Female,28.07,,,,,,,
12.06.23,2,7,RPL19,50,3.3,Soma F,Female,19.61,,,19.58,,,20.5881189,
12.06.23,2,7,RPL19,50,3.3,Soma F,Female,20.30,,,,,,,
12.06.23,2,7,RPL19,50,3.3,Soma F,Female,19.55,,,,,,,
12.06.23,2,7,Cas9,60,3.4,Soma F,Female,25.09,25.20666667,,,26.50448674,,,0.028951308
12.06.23,2,7,Cas9,60,3.4,Soma F,Female,25.16,,,,,,,
12.06.23,2,7,Cas9,60,3.4,Soma F,Female,25.37,,,,,,,
12.06.23,2,7,RPE,60,3.4,Soma F,Female,28.63,,28.46333333,,,29.92882997,,
12.06.23,2,7,RPE,60,3.4,Soma F,Female,28.32,,,,,,,
12.06.23,2,7,RPE,60,3.4,Soma F,Female,28.44,,,,,,,
12.06.23,2,7,RPL19,60,3.4,Soma F,Female,20.47,,,20.34666667,,,21.39425906,
12.06.23,2,7,RPL19,60,3.4,Soma F,Female,20.22,,,,,,,
12.06.23,2,7,RPL19,60,3.4,Soma F,Female,20.35,,,,,,,
